GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-2121274456,Connect4,11,GAME_OVER,24,1,2,180,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
259280696,Connect4,9,GAME_OVER,20,1,2,181,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1706137030,Connect4,12,GAME_OVER,26,1,2,182,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
545138396,Connect4,7,GAME_OVER,16,1,2,183,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1376458976,Connect4,4,GAME_OVER,10,1,2,184,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1195311045,Connect4,5,GAME_OVER,12,1,2,185,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
813477029,Connect4,6,GAME_OVER,14,1,2,186,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1466178614,Connect4,10,GAME_OVER,22,1,2,187,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-118322159,Connect4,5,GAME_OVER,12,1,2,188,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1428166355,Connect4,10,GAME_OVER,22,1,2,189,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1144294523,Connect4,5,GAME_OVER,12,1,2,190,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
2100098225,Connect4,9,GAME_OVER,20,1,2,191,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
23994827,Connect4,5,GAME_OVER,12,1,2,192,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1662792176,Connect4,3,GAME_OVER,8,1,2,193,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
2013120665,Connect4,11,GAME_OVER,24,1,2,194,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1880183632,Connect4,7,GAME_OVER,15,0,2,195,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1377239692,Connect4,8,GAME_OVER,18,1,2,196,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1795532617,Connect4,3,GAME_OVER,8,1,2,197,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1548656463,Connect4,13,GAME_OVER,27,0,2,198,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-653656736,Connect4,7,GAME_OVER,15,0,2,199,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-400394132,Connect4,4,GAME_OVER,10,1,2,200,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1422203009,Connect4,9,GAME_OVER,19,0,2,201,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1113178468,Connect4,7,GAME_OVER,16,1,2,202,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-175367348,Connect4,8,GAME_OVER,18,1,2,203,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1362911089,Connect4,5,GAME_OVER,12,1,2,204,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-347120262,Connect4,13,GAME_OVER,27,0,2,205,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
1416514647,Connect4,9,GAME_OVER,20,1,2,206,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1570736736,Connect4,9,GAME_OVER,19,0,2,207,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1532681659,Connect4,11,GAME_OVER,23,0,2,208,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
2038358424,Connect4,10,GAME_OVER,22,1,2,209,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1950377550,Connect4,3,GAME_OVER,8,1,2,210,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-389679841,Connect4,9,GAME_OVER,20,1,2,211,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1652369011,Connect4,9,GAME_OVER,20,1,2,212,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
649728961,Connect4,8,GAME_OVER,17,0,2,213,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
1939385821,Connect4,6,GAME_OVER,14,1,2,214,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-765151654,Connect4,3,GAME_OVER,7,0,2,215,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-382843140,Connect4,4,GAME_OVER,10,1,2,216,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1616233144,Connect4,6,GAME_OVER,14,1,2,217,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1825767405,Connect4,7,GAME_OVER,16,1,2,218,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1681345762,Connect4,11,GAME_OVER,24,1,2,219,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1466223696,Connect4,3,GAME_OVER,8,1,2,220,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-898042700,Connect4,12,GAME_OVER,25,0,2,221,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-622095176,Connect4,5,GAME_OVER,12,1,2,222,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1621553363,Connect4,10,GAME_OVER,22,1,2,223,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
2021511387,Connect4,5,GAME_OVER,12,1,2,224,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1677040338,Connect4,8,GAME_OVER,18,1,2,225,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1955989905,Connect4,9,GAME_OVER,19,0,2,226,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1876231119,Connect4,3,GAME_OVER,8,1,2,227,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1294795098,Connect4,6,GAME_OVER,14,1,2,228,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
127372284,Connect4,10,GAME_OVER,22,1,2,229,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-991207967,Connect4,7,GAME_OVER,16,1,2,230,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1049258221,Connect4,8,GAME_OVER,18,1,2,231,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-2039767727,Connect4,12,GAME_OVER,26,1,2,232,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1908179359,Connect4,9,GAME_OVER,19,0,2,233,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
1115136563,Connect4,9,GAME_OVER,20,1,2,234,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1493045323,Connect4,18,GAME_OVER,37,0,2,235,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-394703714,Connect4,5,GAME_OVER,12,1,2,236,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-432712488,Connect4,6,GAME_OVER,14,1,2,237,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
491282519,Connect4,5,GAME_OVER,11,0,2,238,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-884033504,Connect4,6,GAME_OVER,14,1,2,239,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
991772015,Connect4,4,GAME_OVER,10,1,2,240,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-835279488,Connect4,7,GAME_OVER,16,1,2,241,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
288423849,Connect4,16,GAME_OVER,33,0,2,242,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
306462715,Connect4,7,GAME_OVER,16,1,2,243,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1595934290,Connect4,3,GAME_OVER,8,1,2,244,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
372545689,Connect4,12,GAME_OVER,26,1,2,245,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1791317608,Connect4,6,GAME_OVER,14,1,2,246,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
594493312,Connect4,4,GAME_OVER,10,1,2,247,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1375946348,Connect4,3,GAME_OVER,7,0,2,248,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1004766817,Connect4,4,GAME_OVER,9,0,2,249,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
714044006,Connect4,7,GAME_OVER,16,1,2,250,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1418075335,Connect4,9,GAME_OVER,20,1,2,251,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1141736524,Connect4,9,GAME_OVER,20,1,2,252,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
443981092,Connect4,5,GAME_OVER,12,1,2,253,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-68629972,Connect4,9,GAME_OVER,19,0,2,254,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
1822990971,Connect4,13,GAME_OVER,27,0,2,255,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
268448290,Connect4,11,GAME_OVER,24,1,2,256,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1043028123,Connect4,7,GAME_OVER,16,1,2,257,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1199211999,Connect4,11,GAME_OVER,24,1,2,258,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1398271441,Connect4,5,GAME_OVER,12,1,2,259,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
648115670,Connect4,9,GAME_OVER,20,1,2,260,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1962877811,Connect4,4,GAME_OVER,10,1,2,261,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1960070630,Connect4,7,GAME_OVER,16,1,2,262,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
36358070,Connect4,6,GAME_OVER,14,1,2,263,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
375050126,Connect4,9,GAME_OVER,19,0,2,264,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
1468478823,Connect4,6,GAME_OVER,13,0,2,265,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-218109356,Connect4,8,GAME_OVER,17,0,2,266,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-3023545,Connect4,9,GAME_OVER,20,1,2,267,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1504533260,Connect4,4,GAME_OVER,9,0,2,268,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
731461140,Connect4,12,GAME_OVER,26,1,2,269,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-784229007,Connect4,11,GAME_OVER,23,0,2,270,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1136489594,Connect4,6,GAME_OVER,14,1,2,271,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-362921133,Connect4,9,GAME_OVER,19,0,2,272,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
1364054475,Connect4,11,GAME_OVER,23,0,2,273,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
814423744,Connect4,13,GAME_OVER,27,0,2,274,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
1075196489,Connect4,3,GAME_OVER,8,1,2,275,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1568387951,Connect4,8,GAME_OVER,17,0,2,276,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1781053528,Connect4,7,GAME_OVER,16,1,2,277,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1606283071,Connect4,3,GAME_OVER,8,1,2,278,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-543735179,Connect4,5,GAME_OVER,12,1,2,279,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1674156088,Connect4,4,GAME_OVER,10,1,2,280,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
166348003,Connect4,3,GAME_OVER,8,1,2,281,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1111867417,Connect4,6,GAME_OVER,14,1,2,282,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1814791316,Connect4,11,GAME_OVER,24,1,2,283,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1933375635,Connect4,4,GAME_OVER,10,1,2,284,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-427253403,Connect4,5,GAME_OVER,11,0,2,285,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-194714209,Connect4,9,GAME_OVER,20,1,2,286,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-2069492797,Connect4,12,GAME_OVER,25,0,2,287,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1770987610,Connect4,3,GAME_OVER,8,1,2,288,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
803393950,Connect4,7,GAME_OVER,16,1,2,289,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
729978769,Connect4,7,GAME_OVER,16,1,2,290,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1696041272,Connect4,9,GAME_OVER,20,1,2,291,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-820865651,Connect4,4,GAME_OVER,10,1,2,292,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1274945941,Connect4,5,GAME_OVER,11,0,2,293,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
309225253,Connect4,4,GAME_OVER,10,1,2,294,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-211487773,Connect4,8,GAME_OVER,18,1,2,295,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
900850219,Connect4,6,GAME_OVER,14,1,2,296,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
656084288,Connect4,6,GAME_OVER,13,0,2,297,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-654510776,Connect4,8,GAME_OVER,17,0,2,298,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
367540394,Connect4,9,GAME_OVER,19,0,2,299,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
157779522,Connect4,4,GAME_OVER,9,0,2,300,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-742897131,Connect4,8,GAME_OVER,18,1,2,301,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
936541807,Connect4,7,GAME_OVER,15,0,2,302,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
1110959865,Connect4,7,GAME_OVER,15,0,2,303,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-492937223,Connect4,12,GAME_OVER,26,1,2,304,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1127983648,Connect4,7,GAME_OVER,16,1,2,305,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-650173733,Connect4,10,GAME_OVER,22,1,2,306,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1567683149,Connect4,10,GAME_OVER,22,1,2,307,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
968865470,Connect4,10,GAME_OVER,21,0,2,308,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
2002296535,Connect4,9,GAME_OVER,20,1,2,309,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
375451423,Connect4,4,GAME_OVER,10,1,2,310,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-2103348381,Connect4,9,GAME_OVER,20,1,2,311,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1342038375,Connect4,15,GAME_OVER,31,0,2,312,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
1400281323,Connect4,7,GAME_OVER,16,1,2,313,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-96507681,Connect4,9,GAME_OVER,20,1,2,314,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
528391606,Connect4,11,GAME_OVER,24,1,2,315,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
580954778,Connect4,3,GAME_OVER,7,0,2,316,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-638561184,Connect4,9,GAME_OVER,20,1,2,317,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-41114663,Connect4,9,GAME_OVER,20,1,2,318,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-380019667,Connect4,3,GAME_OVER,8,1,2,319,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1450633361,Connect4,11,GAME_OVER,24,1,2,320,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
640379295,Connect4,6,GAME_OVER,14,1,2,321,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1644944599,Connect4,5,GAME_OVER,12,1,2,322,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1899022862,Connect4,9,GAME_OVER,20,1,2,323,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1155036243,Connect4,10,GAME_OVER,21,0,2,324,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
1174818378,Connect4,3,GAME_OVER,8,1,2,325,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
60820168,Connect4,10,GAME_OVER,22,1,2,326,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
-1431110757,Connect4,5,GAME_OVER,12,1,2,327,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
906021935,Connect4,9,GAME_OVER,19,0,2,328,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-1642764399,Connect4,12,GAME_OVER,26,1,2,329,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1260479829,Connect4,11,GAME_OVER,24,1,2,330,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1535167110,Connect4,4,GAME_OVER,9,0,2,331,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
-62706232,Connect4,7,GAME_OVER,16,1,2,332,1,Random,1,2,2,osla,Random,1.0,-1.0,osla,osla,Random,1
1844342211,Connect4,5,GAME_OVER,11,0,2,333,2,Random,2,1,1,osla,Random,-1.0,1.0,osla,osla,Random,0
346665430,Connect4,3,GAME_OVER,7,0,2,334,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
879079583,Connect4,4,GAME_OVER,9,0,2,335,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-619666105,Connect4,3,GAME_OVER,7,0,2,336,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
503938916,Connect4,13,GAME_OVER,28,1,2,337,1,FirstAction,1,2,2,Random,FirstAction,1.0,-1.0,Random,Random,FirstAction,1
-428737539,Connect4,3,GAME_OVER,7,0,2,338,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1745970416,Connect4,4,GAME_OVER,9,0,2,339,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1436161366,Connect4,3,GAME_OVER,7,0,2,340,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1151041315,Connect4,3,GAME_OVER,7,0,2,341,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
697067980,Connect4,3,GAME_OVER,7,0,2,342,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1168140970,Connect4,3,GAME_OVER,7,0,2,343,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1491060889,Connect4,3,GAME_OVER,7,0,2,344,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1819802610,Connect4,3,GAME_OVER,7,0,2,345,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-2121274456,Connect4,6,GAME_OVER,13,0,2,346,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
259280696,Connect4,10,GAME_OVER,22,1,2,347,1,FirstAction,1,2,2,Random,FirstAction,1.0,-1.0,Random,Random,FirstAction,1
1706137030,Connect4,3,GAME_OVER,7,0,2,348,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
545138396,Connect4,3,GAME_OVER,7,0,2,349,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1376458976,Connect4,3,GAME_OVER,7,0,2,350,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1195311045,Connect4,11,GAME_OVER,24,1,2,351,1,FirstAction,1,2,2,Random,FirstAction,1.0,-1.0,Random,Random,FirstAction,1
813477029,Connect4,3,GAME_OVER,7,0,2,352,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1466178614,Connect4,5,GAME_OVER,11,0,2,353,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-118322159,Connect4,3,GAME_OVER,7,0,2,354,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1428166355,Connect4,3,GAME_OVER,7,0,2,355,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1144294523,Connect4,3,GAME_OVER,7,0,2,356,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
2100098225,Connect4,3,GAME_OVER,7,0,2,357,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
23994827,Connect4,3,GAME_OVER,7,0,2,358,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1662792176,Connect4,3,GAME_OVER,7,0,2,359,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
2013120665,Connect4,3,GAME_OVER,7,0,2,360,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1880183632,Connect4,4,GAME_OVER,9,0,2,361,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1377239692,Connect4,3,GAME_OVER,7,0,2,362,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1795532617,Connect4,3,GAME_OVER,7,0,2,363,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1548656463,Connect4,3,GAME_OVER,7,0,2,364,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-653656736,Connect4,3,GAME_OVER,7,0,2,365,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-400394132,Connect4,4,GAME_OVER,9,0,2,366,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1422203009,Connect4,3,GAME_OVER,7,0,2,367,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1113178468,Connect4,4,GAME_OVER,9,0,2,368,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-175367348,Connect4,3,GAME_OVER,7,0,2,369,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1362911089,Connect4,3,GAME_OVER,7,0,2,370,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-347120262,Connect4,3,GAME_OVER,7,0,2,371,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1416514647,Connect4,5,GAME_OVER,11,0,2,372,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1570736736,Connect4,9,GAME_OVER,19,0,2,373,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1532681659,Connect4,5,GAME_OVER,11,0,2,374,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
2038358424,Connect4,3,GAME_OVER,7,0,2,375,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1950377550,Connect4,3,GAME_OVER,7,0,2,376,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-389679841,Connect4,3,GAME_OVER,7,0,2,377,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-1652369011,Connect4,3,GAME_OVER,7,0,2,378,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
649728961,Connect4,3,GAME_OVER,7,0,2,379,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1939385821,Connect4,3,GAME_OVER,7,0,2,380,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-765151654,Connect4,5,GAME_OVER,11,0,2,381,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
-382843140,Connect4,5,GAME_OVER,11,0,2,382,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
1616233144,Connect4,3,GAME_OVER,7,0,2,383,2,FirstAction,2,1,1,Random,FirstAction,-1.0,1.0,Random,Random,FirstAction,0
